labels,text
5,@xxsteebiexx lol i know i wld like to get a reply from seann william scott but he dont reply  and hes one of my favourite actors
3,@aussiemcflyfan i hope so  I KNOW WOO! haha 2 times  it was exciting lol
4,still at home goodness
3,@FollowSavvy @FollowMandy have funnn!
4,"@markhoppus Think about adding Apple Shampoo.  100% My fav blink tune, and in the 3 times I've seen you guys, never heard it live."
4,"@toee speaking of meeting people, do you have them photos of us and oli? i lost them"
5,@sassij Or he's gonna chop you up into tiny bits - one of the two
6,@michvs i wanna go home  x
3,@jasonperryrock Is you cat clean again?  Hope so ;) Xx
3,@yinawu Happy Mother's Day  http://bit.ly/iJm54  (my friends made the video)
4,@Chris_Bayliss Naww... when should we go on mega scotter?
4,going to work soon
4,Packing up my desk
4,@hasin my bad
6,@janessapunani concert please explain? im intrigued
4,I'm Back and I see I missed Truck and Fish on @RetroRewind
3,Amost there
3,@everyboy  give them my best!
4,"@RealBillBailey Thanks for the headsup re: tour, just booked 4 tickets for the Palace on 20th June"
4,@rainbowmonkeys_ that is not even a question. when/when is the question
5,@kingivn Have fun amorsote even tho u forgot my bday which is today
4,http://bit.ly/TGVR7  via @addthis thank you tiff
3,"@darkgracie nice song, where did it come from ?"
4,@Hatz94 i'm sorry  do you have a mac? you should get oneee
4,Jensara Swann is an Act-Model ~ enjoyed shoot with jensara and friends yesterday   http://myspace.com/theveilonline
4,is slowly gettin more followers  vry slowly
3,"off to westend now, enjoying the sun."
4,@ndrew10 I know!!!! He didn't ask me
3,just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere
4,it always rains right after i get my car washed
3,Is in starbucks
5,"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me"
6,Got the news
5,It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more
4,is coming back to Ruston tomorrow
4,the best things in life are free  x
5,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!  http://twitpic.com/4wesr"
3,yeah  just made twitter
4,"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside"
3,@tractorqueen Will do
5,Mi corazonsito tiene frio... this weather sucks!
5,"@RetroRewind i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!"
3,Up and washed  I'm clothing myself as I type xD WOOOO
6,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!"
4,@JustJayde  Make sure ur plantin next to the water in the soil
4,says karma strikes more than twice!  http://plurk.com/p/rqk2z
3,"@adamjackson With McDonald's promoting the McCafe (similar to Starbucks), we may soon see McSmoothies (like Jamba Juice) next"
5,argh! why why why
4,"If I were an heiress, I would be shopping all day  Kinda bad, I know"
3,@TomFelton awww. sooo adorable!  how old were u in that video?
4,@julesfm I know - but there are loads of others left
6,@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?
4,Goodnight;
5,dammit i cant watch stadium music
4,Good morning... Iï¿½m soooo tierd
4,@HilzFuld @YarinHochman there will be a session of #MoMoTLV at #iva09
6,@qi_tah oh no.  *hugs*
5,http://twitpic.com/67k9w - - My besties. If only @DemtriaLovato was there.
6,Wow. Shabu.  And now HIMYM! Really feels comforting
5,My head hurts....  Can wait to see the new photoshoot!!!!!!!
5,"@meli_beli haha yeah u did, oh well theres always next yr  chin up princess hehe"
5,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.
4,new on twitter
5,"@jdrydenUK Yeah, It's not available on Public market yet. but will be soon. looking forward. I'm sunburnt  arms are itching. boo hoo!!!!!!"
4,@passingcarss i wont have time to buy  and i need a new binder pa
6,OMG somethings spooky on twitter
4,going out for dinnerr soon. thai
4,@elizabethlai Just study according to the notes that you had to copy and you'll be fine.
4,"Hello everybody!  I'm back on the job, back from the children camp (someone had to look after my sis' pupils)... and totally exhausted"
5,"Yep, lost my bet to chris"
4,"@BILLinBCN So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  ."
5,Too bad the Red Devils.. disappointing to say the least
5,My phone is so stubborn!! You'd think it had my genes or something!!
4,is up too early
5,"@chah101 haha Hey, Well if you were in the elevator you should have said more!"
4,what you doing?
3,Ahhhhh now If You Go Away  by @nkotb is on @retrorewind YAY my other fav song of theirs
6,@turhangross Wow! Some person u are!
5,I hate not bringing my ipod to school
4,Gotta go back out there.
6,"a guy called me AD-HD kid earlier today, and that hurts"
5,"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;"
5,10) I'm allergic to hot wax
4,@tieraa places to find you if you're not home- marilyn and seria beach
4,"@machfairy dont be gloomy...go out and get urself ice-cream.or gin,whichever"
4,Tyring to pack for my Aruba trip (soul beach music fest)
4,@neestaples Thx for FF  #followfriday
3,pythonkings.nl    equals ----&gt;       almost better than the sims....
4,92.7 is turning it right about now.
4,"I'm getting sick of this exam kinda thing. Well, that's life"
4,@jrmxsoccerx2x ahh retweet everything i say!
3,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee
3,"@Mossyy Not a problem,  Glad to!"
3,@justinphillip. Awesome!  what kind?
4,@rayvinhsu welcome to win 7. I am sure you will like the new OS but if you have any issues do feel free to ask
4,"s, and be honet! only you and other 2 people follow me"
4,"remember, dont let your small list cover your big list...its too little to even worry about it."
4,Ug. Full of cold and in a dark pub. Want to go outside
5,sometimes i forget my favorite porn stars are real people too. @bobbyclarkxxx made orange chicken last night and cut his finger off! sad!
3,@Spandexx hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....
3,School... haha well I hope Today is fun. I will post my regular updates during the day. Follow Me and Stay Updated!
5,@USOuljah Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
4,"got stood up, again"
3,@nizhonipetphoto i wannna go   i wanna go anywhere but jersey
4,has been kinda nice break but it wont matter soon I'll be in grad school
4,"http://is.gd/IQ03 Microsoft has released Zune also in Europe, no HD for us"
4,"wanting to nap, but if i sleep i might not wake up before kyle gets here  and sooo hungry."
3,@theDebbyRyan Just left you a message! Hope you get it
6,Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start
0,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
5,http://twitpic.com/67fue - My formerly pretty car
4,is tired and about to go to sleep. night everyone
4,Please read my friend's post and leave a comment  http://tinyurl.com/czb2sg
4,I wonder how effective these street preachers are....   http://twitpic.com/67qhz
4,phillies gamee with mama for mothers day
4,Cleaning the house
5,"Last day working for the Uni today, sad times"
6,TGIF Resto here at home is dayuummm expensive!
3,@lilxklein i see you hannah klein!. lookin good today
5,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore
3,"early morning~2:30 am~what's up? I am!~~!!played w/ my babies outside~wow~was in the 80's~felt great!~~got lonely, misses sissy and jess"
4,"@SHARKSHOCKY Hi, California is cool! Here in Budapest/Hungary it's too cold and cloudy today  but usually it's hot in the summer)"
3,Lovely walk this morning with the missus; drizzle didn't matter
5,Hates leaving teddy ... Now I'm miss both my boys  damn
3,"Had a good time out , now I must sleep lol. Gym &amp; dance rehearsals in like 5 hours,"
4,@DellOutletUK But now it's gone
5,"Ok, WTF?! Why do you have something on your menu *in the window* if you don't sell it?! I wanted my bubble tea"
4,movie then sleep! Today was good day  [{H!--D3ff}]
4,@NiaBassett Iï¿½m good. Wanna get out of the office....
4,@MindandBodyYoga one of my favorite quotes ever
6,"@PirateEric When I read that, my first thought was using Cast&lt;T&gt;() as a status symbol"
3,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.
3,"@netmogul actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i'm spinning at the shack"
5,"trying to do a blend. i know, i suck at them but there's no harm in trying."
3,@Karen230683 morning  hope u r well.. i'm off to bed soon!
6,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!
5,I can't sleep without him nearby
4,happy mothers day to all those special moms out there.... i luv u mommy!!
3,@JessMcFlyxxx gdgd well i better go and get ready for work :| haha have fun tonight  x x
3,"I'm in a pub garden,  its boiling,  hannah no likey,"
3,@AClockworkToad awww! thats sweet TTT!  Im sure she will love it! your a good son!
5,i never get any followfridays
5,"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!"
5,@jonkragel I have been sick for like 5 days now...
5,just another manic monday.. wish it were sunday.. that's my fun day  happy monday twitterland
5,@mamacapps  Know I'm not the only one.  Just harder on me.
4,"@lukeholland  I am mid-detox, I won't eat any"
3,@rajrikhy Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
6,I'm on Twitter now... how cool am I? and now let's go to McDo
5,@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now
6,"@ankitbathija Thanks mate, just came on board here at Twitter ...  .. tweet up sounds great.."
5,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x
6,Holy moley! It's raining cats and dogs here! And I just got snazzified by Min at Salon Mint!
4,@ontrich Yes I do
3,"@samanthuh MISS YOU TOO! Yes, I will  I'm usually free pag after dinner. Rarely during the day. Basta text text"
5,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.
4,@Whipoorwill You must like my song.
6,"@aussiecynic Blow me away it IS raining harder here. Yay you, well done"
4,"Time to watch OP, then some Dead Like Me, then sleep."
3,will be heading to baguio in a few hours.
3,@sosolid2k turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol
6,he's pretty cute.
4,morning(ish)  hows everyone?
5,@MajorSpoilers majorspoilers.com has problems - cannot get the site working
5,this sucks schools over and there is nothing to do
4,"Morning folks! Light tweeting today ('Hurrah!' from the crowd!) 'cos I've a busy Friday. Me inside, sunshine out."
3,@HiveMindMovie and Miss Fizzy Duck loves Hive Mind too
4,work sucked .. another 8 hour shift with only 30 dollars to show for..    i need a new job...
5,"So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day.  Nightss."
3,"FIFTH RUNNER UP  at keg with @kirsten95 , @devonshire94 , hannah, darian, fiona, &amp; phillipa"
3,@Clara_miss my best friend won tickets to see them from kiis fm!
6,@theiBlog Haha I like that. You're actually saying thanks to the bots! Never looked at it like that.
5,@TheReal_RedBone stop that babe u makin me feel very bad now! :/
4,@dkmissie Without anyone
5,Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards
4,@speed_ofsound oooooooooook xD que aproveche (: la cancion esta genial
5,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire
5,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
5,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc"
