text,emotion
"Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red .",happiness
That must be very beautiful .,happiness
"Yes , it can make people feel as if they were in the land of fairies .",happiness
Really ? Have you ever been there ?,happiness
A couple of times .,happiness
Can you go there with me ? I'd like someone who is familiar with that area to go with me .,happiness
Sure . I'd be very glad to be your tour guide .,happiness
Your garden is looking very beautiful this summer . The flowers are really colorful .,happiness
"Tomorrow , I ' ll cut the grass . Then the garden will look perfect .",happiness
Just make sure children don ' t play in the flower beds and destroy the flowers .,neutral
There is a new restaurant opening up in town next month .,happiness
What kind of food will they be serving ?,neutral
"My favorite , Mexican . And I've heard that the head chef is from San Paulo .",happiness
It sounds like this is going to be authentic Mexican food .,happiness
I can hardly wait !,happiness
Do you know the day they plan to open ?,neutral
I'll double check the announcement .,neutral
Maybe we can make reservations ahead of time ?,neutral
"You are married to a foreigner , aren't you ? So what's it like ?",happiness
"Well , in the first year of our marriage , we had great difficulties in getting along . The things that are important to me are not important to him . We had a lot of conflicts .",happiness
"Yeah , I know what you mean . The first year of any marriage is difficult for all couples , not to mention two people from different cultures .",happiness
Now we have a two-year-old boy . We're very happy that he's healthy and smart .,happiness
"Oh , so he's half Chinese and half American . That's unusual . What languages does he speak , then ?",happiness
"Right now he speaks mostly English , and he can say a few Chinese words . But he will learn in the future .",happiness
What does he look like ? Can people tell ?,happiness
"Yes , people surely can . He's whiter than the Chinese kids , and his hair is a little blonde . My husband says his eyes are very Chinese though .",happiness
"Okay , show me your card hand . Here's mine . I have three Kings and a pair of Aces .",neutral
"How did you get that ? No need to show you my hand , I lose . This is not as much fun as the music concert we just saw .",neutral
Thanks again for buying the tickets . That was the most exciting live concert I've ever seen . That silver electric guitar was really cool .,happiness
They're quite popular now . Wasn't her voice good ?,happiness
"That , My Heart Will Go On . It warms my heart . you know , JanetJackson , Shanna Twain and Celine Dion are so very different .",neutral
Janet Jackson is more pop music . Shania sings country music . Celine just seems to hit all the right notes .,neutral
Have you heard Maria Carey ?,neutral
"Yes , l have two of her Cds , l'II lend them to you if you like .",happiness
Excellent . You can borrow my Janet Jackson's CD . It's her new one .,happiness
I hope you have a good stereo .,neutral
Because you have to hear it really loud to get the full concert effect .,neutral
The time has come to say goodbye .,sadness
So soon . It seems as if you just got here .,sadness
"I feel that way , too . But all good things must come to an end , as they say .",sadness
It certainly has been a pleasure seeing you again and renewing old memories .,happiness
I've had a great time and thank you for your spending so much time showing me around .,happiness
"It was fun for me , too . It gave me a chance to get away from my routine .",happiness
"You'll be out to see me next year , as you promised ?",happiness
"Oh , yes . I should be there some time next spring .",happiness
I'll be expecting you then .,happiness
You must be pretty excited about your trip to Europe . When is it that you are leaving ?,happiness
"In just three weeks , and I am excited . But there are still a few things I need to do before I go .",happiness
"Like renewing my passport , going to the travel agency to buy my plane ticket and figuring out what to do with my apartment while I'm gone .",neutral
"You are not going to give it up , are you ?",neutral
"No way . I'll never find another apartment around here . But I don't like the idea of paying three months ' rent on an empty apartment , either .",neutral
I don't blame you . Perhaps you could sublet it .,neutral
"Yes , but whom to ?",neutral
"Mmm ... let me think . Oh , I know just a person . An old colleague of mine , Jim Thomas , is coming here to do some research this summer , from June to August .",happiness
"That's exactly when I'll be away . It sounds ideal , as long as the landlord agrees .",happiness
"Tell you what , I'll be calling Jim late this week anyway , so I'll mention it to him then .",happiness
"Well , thanks , Bill . Let me know what happens . That extra money will really come in handy .",happiness
"Lester , you are really fantastic at automobile repair .",happiness
"Thanks , June . But I think I need to be certified as a mechanic before I ' m allowed to repair cars for a living .",happiness
That ' s not a big problem . There are many small schools for adults like you who can study to be certified .,happiness
I guess I never thought of that before .,happiness
"And you can easily get a student loan from a vocational school , or from the government .",happiness
"Wow , you ' Ve inspired me to do something !",happiness
"Yes , I need to buy a computer for this semester . I was told it is cheaper to buy computers here .",neutral
"Well , you heard right . You can get an excellent deal on a new computer here . We have great discounts for students .",happiness
I don't know much about computers . But I know I want a desktop computer with a lot of memory . And I need a printer .,neutral
"Well , first let's consider your computer . Here , for example , is a system I highly recommend--the Power Macintosh G3 . It comes with 64 megabytes of total memory .",neutral
Is that a lot ? Sixty-four ?,neutral
"Yes , it is . It should be enough for any student needs you might have . What department are you in ?",neutral
History .,neutral
"Well , so you will mostly be using word processing , for writing papers . I recommend the Corel Word Perfect program for word processing . We can talk about software later . Let's talk about your",neutral
Thirty percent ?,neutral
Wow . That's really good . And you think this is really a good system for a graduate student ?,happiness
Yes . It's an excellent system .,happiness
"Hmm . Hey , wait . This has an Apple on it . Is this an Apple computer ?",neutral
"Yes , it's a Macintosh . It's Apple . Macintosh and Apple are the same thing .",neutral
I don't want Macintosh . I want PC .,neutral
"I'm sorry , but our university computer center only sells Macintosh equipment .",sadness
What ? Are you serious ?,surprise
But nobody uses Macintosh !,surprise
